episode_number,agent_wins,random_wins,draws
10,6003,2771,1226
20,6240,2638,1122
30,6340,2494,1166
40,6273,2582,1145
50,6288,2562,1150
60,6895,2047,1058
70,6887,2077,1036
80,6780,2108,1112
90,6906,2035,1059
100,6952,2021,1027
110,6819,2075,1106
120,6945,1927,1128
130,6902,2007,1091
140,6889,2001,1110
150,6874,2045,1081
160,6867,2023,1110
170,6878,2038,1084
180,6721,2074,1205
190,6871,2069,1060
200,6792,2068,1140
210,6841,2043,1116
220,6827,2055,1118
230,6827,2080,1093
240,6840,2066,1094
250,6871,2043,1086
260,6908,1997,1095
270,6881,2027,1092
280,6783,2043,1174
290,6799,2076,1125
300,6779,2102,1119
310,6811,2051,1138
320,6217,2800,983
330,6102,2840,1058
340,6108,2858,1034
350,6058,2913,1029
360,6095,2771,1134
370,5970,2938,1092
380,6159,2722,1119
390,6201,2737,1062
400,6275,2687,1038
410,6218,2808,974
420,6197,2856,947
430,6170,2850,980
440,6196,2787,1017
450,6232,2804,964
460,6163,2879,958
470,6498,2524,978
480,6483,2528,989
490,6502,2546,952
500,6436,2662,902
510,6444,2610,946
520,6534,2545,921
530,6451,2598,951
540,6565,2584,851
550,6555,2656,789
560,6626,2559,815
570,6494,2637,869
580,6606,2547,847
590,6484,2548,968
600,6465,2602,933
610,6407,2655,938
620,6543,2551,906
630,6562,2547,891
640,6606,2527,867
650,6491,2630,879
660,6389,2704,907
670,6453,2657,890
680,6459,2617,924
690,6472,2603,925
700,6390,2737,873
710,6206,2932,862
720,6172,2913,915
730,6138,2945,917
740,6212,2914,874
750,6308,2745,947
760,6337,2765,898
770,6243,2836,921
780,6251,2816,933
790,6579,2565,856
800,6488,2658,854
810,6554,2596,850
820,6500,2667,833
830,6500,2604,896
840,6520,2679,801
850,6591,2634,775
860,6520,2700,780
870,6526,2691,783
880,6513,2594,893
890,6330,2778,892
900,6351,2753,896
910,6458,2732,810
920,6505,2674,821
930,6587,2542,871
940,6509,2614,877
950,6534,2597,869
960,6434,2672,894
970,6328,2740,932
980,6435,2610,955
990,6341,2728,931
1000,6138,2898,964
1010,6156,2777,1067
1020,6151,2760,1089
1030,6107,2836,1057
1040,5939,2656,1405
1050,5875,2707,1418
1060,5869,2573,1558
1070,6001,2527,1472
1080,5854,2631,1515
1090,5899,2596,1505
1100,5912,2652,1436
1110,5808,2611,1581
1120,6000,2545,1455
1130,5925,2601,1474
1140,6012,2509,1479
1150,6053,2548,1399
1160,6078,2523,1399
1170,6050,2548,1402
1180,6018,2585,1397
1190,6165,2476,1359
1200,6160,2494,1346
1210,6182,2536,1282
1220,6210,2511,1279
1230,6134,2592,1274
1240,6229,2492,1279
1250,6184,2507,1309
1260,6073,2559,1368
1270,6138,2517,1345
1280,6073,2587,1340
1290,6201,2475,1324
1300,6182,2615,1203
1310,6156,2554,1290
1320,5639,2967,1394
1330,5667,2974,1359
1340,5990,2856,1154
1350,5992,2957,1051
1360,6025,2925,1050
1370,5953,3020,1027
1380,5993,2965,1042
1390,5885,3032,1083
1400,5877,3103,1020
1410,5804,3253,943
1420,5809,3220,971
1430,5821,3182,997
1440,5673,3346,981
1450,5697,3294,1009
1460,5729,3360,911
1470,5742,3240,1018
1480,5731,3331,938
1490,5763,3313,924
1500,5697,3304,999
1510,5719,3358,923
1520,5783,3303,914
1530,5600,3487,913
1540,5736,3319,945
1550,5681,3458,861
1560,5662,3483,855
1570,5700,3406,894
1580,5636,3478,886
1590,5640,3524,836
1600,5708,3414,878
1610,5686,3411,903
1620,6269,2769,962
1630,6298,2701,1001
1640,6790,2200,1010
1650,6784,2268,948
1660,6722,2294,984
1670,6854,2285,861
1680,6805,2279,916
1690,6908,2237,855
1700,6862,2276,862
1710,6753,2412,835
1720,6861,2297,842
1730,6845,2311,844
1740,6892,2303,805
1750,6917,2321,762
1760,6833,2370,797
1770,6658,2562,780
1780,6502,2621,877
1790,6657,2571,772
1800,6742,2547,711
1810,6585,2695,720
1820,6618,2696,686
1830,6607,2620,773
1840,6611,2568,821
1850,6671,2533,796
1860,6716,2525,759
1870,6700,2488,812
1880,6752,2427,821
1890,6784,2517,699
1900,6880,2445,675
1910,6770,2470,760
1920,6795,2469,736
1930,6752,2472,776
1940,6894,2333,773
1950,6822,2369,809
1960,6776,2505,719
1970,6620,2601,779
1980,6633,2612,755
1990,6707,2544,749
2000,6607,2676,717
2010,6767,2494,739
2020,6638,2632,730
2030,6676,2614,710
2040,6748,2538,714
2050,6794,2471,735
2060,6738,2557,705
2070,6769,2491,740
2080,6853,2402,745
2090,6838,2480,682
2100,6831,2546,623
2110,7001,2393,606
2120,6948,2432,620
2130,6991,2438,571
2140,7040,2372,588
2150,6921,2509,570
2160,7013,2456,531
2170,6845,2557,598
2180,6748,2650,602
2190,6807,2565,628
2200,6507,2666,827
2210,6461,2690,849
2220,6209,2945,846
2230,6116,3010,874
2240,5247,3584,1169
2250,5286,3576,1138
2260,5233,3561,1206
2270,5925,2698,1377
2280,5842,2751,1407
2290,5859,2754,1387
2300,5858,2768,1374
2310,5814,2813,1373
2320,5848,2752,1400
2330,5808,2838,1354
2340,5837,2809,1354
2350,5874,2813,1313
2360,5745,2857,1398
2370,5743,2932,1325
2380,5790,2860,1350
2390,5768,2974,1258
2400,5795,2936,1269
2410,5847,2870,1283
2420,5872,2854,1274
2430,5780,2894,1326
2440,5871,2830,1299
2450,5918,2794,1288
2460,5885,2820,1295
2470,6067,2790,1143
2480,6027,2787,1186
2490,5982,2867,1151
2500,6077,2848,1075
2510,6175,2699,1126
2520,6125,2715,1160
2530,6550,2408,1042
2540,6488,2479,1033
2550,6473,2531,996
2560,7016,1943,1041
2570,7063,1937,1000
2580,7053,1965,982
2590,7159,1762,1079
2600,6636,2210,1154
2610,6489,2216,1295
2620,6494,2256,1250
2630,6710,2144,1146
2640,6799,2182,1019
2650,6846,2090,1064
2660,6549,2405,1046
2670,6552,2374,1074
2680,6520,2426,1054
2690,6504,2301,1195
2700,6399,2422,1179
2710,6398,2423,1179
2720,6348,2532,1120
2730,6375,2556,1069
2740,6343,2572,1085
2750,6520,2410,1070
2760,6760,2407,833
2770,6818,2311,871
2780,6760,2257,983
2790,6968,2110,922
2800,7040,2139,821
2810,7149,2052,799
2820,7196,2075,729
2830,7146,2133,721
2840,7297,2023,680
2850,6998,2081,921
2860,7124,1994,882
2870,7359,1726,915
2880,7358,1721,921
2890,7307,1843,850
2900,7323,1862,815
2910,7415,1803,782
2920,7289,1925,786
2930,7017,2042,941
2940,7074,2039,887
2950,6957,2166,877
2960,6894,2165,941
2970,7052,2123,825
2980,6973,2251,776
2990,6921,2289,790
3000,6876,2358,766
3010,6847,2183,970
3020,7079,2075,846
3030,7249,1887,864
3040,6839,2235,926
3050,6847,1975,1178
3060,6162,2525,1313
3070,6278,2396,1326
3080,6189,2439,1372
3090,7028,1907,1065
3100,6906,1918,1176
3110,5223,3168,1609
3120,5165,3288,1547
3130,5199,3289,1512
3140,7053,1724,1223
3150,6988,1815,1197
3160,5119,3214,1667
3170,5287,2916,1797
3180,4991,3212,1797
3190,6962,1850,1188
3200,6894,1853,1253
3210,5910,2360,1730
3220,6945,1769,1286
3230,7084,1722,1194
3240,6804,2004,1192
3250,6870,2224,906
3260,6678,2366,956
3270,6947,2308,745
3280,7277,2134,589
3290,6099,2544,1357
3300,6065,2573,1362
