episode_number,agent_wins,random_wins,draws
10,5605,3369,1026
20,5603,3333,1064
30,6314,2484,1202
40,6258,2516,1226
50,6709,2317,974
60,5387,2969,1644
70,5387,2957,1656
80,4604,3845,1551
90,4682,3772,1546
100,4619,3807,1574
110,4796,3718,1486
120,4694,3727,1579
130,4855,3714,1431
140,5152,3171,1677
150,5062,3206,1732
160,5169,3216,1615
170,5315,3082,1603
180,5303,2973,1724
190,5384,2974,1642
200,5369,3101,1530
210,5357,3109,1534
220,5356,3094,1550
230,5390,3028,1582
240,5620,2774,1606
250,5417,2873,1710
260,6012,3030,958
270,5954,3080,966
280,5697,3396,907
290,5526,3481,993
300,5491,3546,963
310,6378,2624,998
320,6316,2645,1039
330,5322,3787,891
340,5237,3854,909
350,5249,3866,885
360,5222,3934,844
370,5261,3833,906
380,5132,3966,902
390,5225,3888,887
400,5297,3797,906
410,5174,3899,927
420,5254,3806,940
430,5260,3742,998
440,5304,3701,995
450,5035,4016,949
460,5123,3913,964
470,5149,3790,1061
480,5136,3723,1141
490,5226,3922,852
500,5298,3376,1326
510,5159,3416,1425
520,6210,2912,878
530,6214,2888,898
540,6402,2612,986
550,6503,2497,1000
560,5239,3522,1239
570,5226,3603,1171
580,5141,3630,1229
590,5070,3891,1039
600,4852,4049,1099
610,4895,4154,951
620,4883,4072,1045
630,4875,4027,1098
640,4748,4129,1123
650,4568,4264,1168
660,4550,4214,1236
670,4458,4279,1263
680,4351,4436,1213
690,4551,4201,1248
700,4495,4287,1218
710,4148,4672,1180
720,4110,4761,1129
730,4361,4538,1101
740,4220,4656,1124
750,4312,4600,1088
760,4462,4424,1114
770,4533,4401,1066
780,4469,4474,1057
790,4225,4655,1120
800,4294,4524,1182
810,4918,4103,979
820,4978,3890,1132
830,5063,3620,1317
840,5129,3497,1374
850,4861,3286,1853
860,5789,3184,1027
870,6040,2390,1570
880,6610,1939,1451
890,6740,2022,1238
900,6728,2019,1253
910,6891,1973,1136
920,6585,2303,1112
930,6336,2716,948
940,6506,2609,885
950,6276,2460,1264
960,6443,2434,1123
970,6451,2542,1007
980,6001,2675,1324
990,6306,2397,1297
1000,6347,2318,1335
1010,6478,2037,1485
1020,6441,2418,1141
1030,7048,1985,967
1040,7079,2100,821
1050,7061,1794,1145
1060,7121,1875,1004
1070,5644,2753,1603
1080,6298,2758,944
1090,6132,2601,1267
1100,6385,2478,1137
1110,7076,1779,1145
1120,6431,2398,1171
1130,7210,1765,1025
1140,6988,2072,940
1150,6658,2497,845
1160,6077,3221,702
1170,5804,2654,1542
1180,5805,3529,666
1190,5711,2465,1824
1200,7247,1857,896
1210,7526,1673,801
1220,6142,2893,965
1230,6977,2258,765
1240,5902,2828,1270
1250,5678,2859,1463
1260,5332,3374,1294
1270,5716,3066,1218
1280,5629,3558,813
1290,6490,2478,1032
1300,5957,3146,897
1310,5542,2813,1645
1320,5120,4068,812
1330,4762,4194,1044
1340,8398,986,616
1350,5823,2294,1883
1360,5601,3358,1041
1370,4843,3811,1346
1380,7656,1716,628
1390,5317,3164,1519
1400,5236,3549,1215
1410,6994,1866,1140
1420,8431,922,647
1430,4542,4429,1029
1440,5005,3760,1235
1450,4729,4274,997
1460,8391,967,642
1470,5410,3487,1103
1480,5836,3095,1069
1490,8120,1252,628
1500,4855,3526,1619
1510,4354,4050,1596
1520,4857,3951,1192
1530,4559,4167,1274
1540,4623,4160,1217
1550,6040,2312,1648
1560,5582,3019,1399
1570,6292,2426,1282
1580,4342,4718,940
1590,4739,4587,674
1600,4950,3439,1611
1610,5718,3284,998
1620,6733,2152,1115
1630,5319,3692,989
1640,8641,729,630
1650,7514,1420,1066
1660,4619,4114,1267
1670,8128,885,987
1680,7703,1441,856
1690,8300,819,881
1700,6142,3021,837
1710,6031,3298,671
1720,8424,1074,502
1730,7905,1274,821
1740,6718,2716,566
1750,6724,2539,737
1760,8410,962,628
1770,8146,1086,768
1780,7592,1444,964
1790,7822,1259,919
1800,7593,1495,912
1810,8222,1090,688
1820,6778,2660,562
1830,6441,2981,578
1840,8322,883,795
1850,7192,2252,556
1860,8167,1057,776
