episode_number,agent_wins,random_wins,draws
10,6448,2168,1384
20,6016,2492,1492
30,5833,2747,1420
40,5938,2817,1245
50,5776,3003,1221
60,5756,3073,1171
70,5763,2984,1253
80,5681,2801,1518
90,6315,2216,1469
100,6459,2301,1240
110,6493,2374,1133
120,6699,2234,1067
130,5389,3144,1467
140,5447,3150,1403
150,5334,3212,1454
160,5664,2952,1384
170,5724,2922,1354
180,5732,2838,1430
190,5700,2854,1446
200,5679,2876,1445
210,5562,2887,1551
220,5633,3037,1330
230,5701,2930,1369
240,5621,3033,1346
250,6227,2658,1115
260,6265,2719,1016
270,6420,2638,942
280,6619,2560,821
290,6558,2596,846
300,6398,2381,1221
310,6312,2449,1239
320,6459,2360,1181
330,6292,2262,1446
340,5415,3154,1431
350,5671,2943,1386
360,5923,2740,1337
370,5717,2740,1543
380,5518,2822,1660
390,5807,2641,1552
400,5953,2675,1372
410,5541,3199,1260
420,5374,3331,1295
430,5274,3488,1238
440,5303,3298,1399
450,6741,2046,1213
460,6753,2032,1215
470,6753,2052,1195
480,6626,2383,991
490,6098,2571,1331
500,6679,1997,1324
510,6386,2336,1278
520,5793,2951,1256
530,6067,2775,1158
540,7016,1764,1220
550,7099,1779,1122
560,6888,1932,1180
570,6064,2791,1145
580,5923,2865,1212
590,5512,3300,1188
600,5978,2844,1178
610,6981,1909,1110
620,6999,1825,1176
630,5414,3287,1299
640,6673,2157,1170
650,6810,2065,1125
660,6258,2424,1318
670,5900,2670,1430
680,6063,2420,1517
690,7034,1878,1088
700,6168,2569,1263
710,6291,2783,926
720,5461,3289,1250
730,5382,3356,1262
740,6485,2323,1192
750,5498,3191,1311
760,5972,2818,1210
770,5531,3217,1252
780,6655,2680,665
790,5986,2822,1192
800,5987,2862,1151
810,5813,3200,987
820,6270,2540,1190
830,6511,2243,1246
840,5437,3314,1249
850,6016,2839,1145
860,6068,2797,1135
870,5893,3105,1002
880,5807,3214,979
890,6018,3073,909
900,6095,2802,1103
910,6216,2303,1481
920,6008,2881,1111
930,5152,3671,1177
940,6276,2304,1420
950,6335,2329,1336
960,6290,2820,890
970,6462,2636,902
980,6385,2289,1326
990,6307,2510,1183
1000,5679,3381,940
1010,6347,2247,1406
1020,5837,3147,1016
1030,5760,3233,1007
1040,6662,2272,1066
1050,5609,3211,1180
1060,7176,2043,781
1070,5815,3154,1031
1080,6283,2428,1289
