episode_number,agent_wins,random_wins,draws
10,5438,3293,1269
20,6812,2078,1110
30,4995,4263,742
40,6480,2056,1464
50,5247,3524,1229
60,5615,3010,1375
70,5871,3502,627
80,5301,2881,1818
90,6206,2693,1101
100,5949,3124,927
110,5820,3152,1028
120,5018,3741,1241
130,6071,2609,1320
140,6170,2700,1130
150,6642,2420,938
160,5490,3183,1327
170,6282,2564,1154
180,6008,2519,1473
190,6158,2636,1206
200,6169,2661,1170
210,6189,2618,1193
220,6810,2372,818
230,6604,2225,1171
240,6650,2086,1264
250,7773,1632,595
260,7625,1840,535
270,7047,2214,739
280,7852,1544,604
290,7788,1667,545
300,7770,1653,577
310,7778,1659,563
320,7637,1680,683
330,7898,1359,743
340,7821,1541,638
350,7838,1578,584
360,7948,1489,563
370,7815,1534,651
380,7720,1607,673
390,7883,1530,587
400,7965,1498,537
410,8015,1271,714
420,7885,1422,693
430,7833,1562,605
440,7922,1488,590
450,7878,1706,416
460,7733,1710,557
470,7778,1656,566
480,7817,1706,477
490,7989,1412,599
500,8025,1344,631
510,7902,1489,609
520,7534,1927,539
530,8136,1337,527
540,8064,1466,470
550,8159,1412,429
560,7899,1665,436
570,8174,1176,650
580,8034,1485,481
590,8326,1037,637
600,8004,1553,443
610,8093,1365,542
620,8460,831,709
630,8559,759,682
640,8882,688,430
650,8666,726,608
660,8852,762,386
670,8833,752,415
680,8719,656,625
690,8904,607,489
700,8646,664,690
710,8863,656,481
720,8875,656,469
730,8914,657,429
740,8945,523,532
750,8962,551,487
760,9016,472,512
770,8972,529,499
780,8981,554,465
790,9035,474,491
800,9023,509,468
810,9080,460,460
820,9099,456,445
830,9091,582,327
840,9048,524,428
850,9095,394,511
860,9101,393,506
870,9135,429,436
880,9175,347,478
890,9079,553,368
900,9119,413,468
910,9167,380,453
920,9023,430,547
930,9119,429,452
940,9027,421,552
950,8992,350,658
960,9122,297,581
970,9054,318,628
980,9118,305,577
990,9072,319,609
1000,9047,297,656
1010,9189,263,548
1020,9259,348,393
1030,9296,349,355
1040,9174,274,552
1050,9275,269,456
1060,9214,291,495
1070,9307,243,450
1080,9279,268,453
1090,9250,393,357
1100,9261,382,357
1110,9257,264,479
1120,9256,295,449
1130,9228,439,333
1140,9282,420,298
1150,9260,426,314
1160,9259,464,277
1170,9292,465,243
1180,9226,443,331
1190,9257,461,282
1200,9258,466,276
1210,9276,426,298
1220,9310,439,251
1230,9277,433,290
1240,9257,449,294
1250,9277,445,278
1260,9275,442,283
1270,9235,482,283
1280,9348,421,231
1290,9336,363,301
1300,9471,311,218
1310,9411,360,229
1320,9473,329,198
1330,9475,393,132
1340,9491,363,146
1350,9465,341,194
1360,9497,319,184
1370,9482,338,180
1380,9520,316,164
1390,9513,310,177
1400,9496,333,171
1410,9508,333,159
1420,9451,353,196
1430,9549,305,146
1440,9444,370,186
1450,9523,305,172
1460,9540,308,152
1470,9504,323,173
1480,9461,360,179
1490,9468,323,209
1500,9509,321,170
1510,9513,314,173
1520,9529,314,157
1530,9490,333,177
1540,9487,333,180
1550,9463,341,196
1560,9453,345,202
1570,9499,330,171
1580,9569,280,151
1590,9543,339,118
1600,9532,348,120
1610,9494,344,162
1620,9483,330,187
1630,9525,304,171
1640,9502,348,150
1650,9479,438,83
1660,9472,427,101
1670,9549,339,112
1680,9524,347,129
1690,9514,363,123
1700,9539,350,111
1710,9555,332,113
1720,9538,342,120
1730,9532,371,97
1740,9404,503,93
1750,9507,383,110
1760,9494,367,139
1770,9524,374,102
1780,9416,478,106
1790,9537,334,129
1800,9473,441,86
1810,9508,382,110
1820,9560,339,101
