episode_number,agent_wins,random_wins,draws
10,5713,2505,1782
20,6933,1946,1121
30,6785,2020,1195
40,6781,2104,1115
50,6760,2103,1137
60,6822,2045,1133
70,6806,2000,1194
80,6763,2049,1188
90,6625,2078,1297
100,6963,2014,1023
110,6988,1858,1154
120,6917,1991,1092
130,6864,2046,1090
140,6921,1972,1107
150,6953,1988,1059
160,6921,2017,1062
170,6887,2028,1085
180,7003,1989,1008
190,6922,2038,1040
200,6860,2100,1040
210,6939,2011,1050
220,6963,1996,1041
230,7020,1980,1000
240,6945,2153,902
250,6952,2163,885
260,6809,2266,925
270,6853,2300,847
280,6968,2160,872
290,7040,2053,907
300,7109,2013,878
310,7061,2068,871
320,7146,1964,890
330,7075,2064,861
340,7136,2069,795
350,7120,2087,793
360,7253,1851,896
370,7146,1984,870
380,7217,1944,839
390,7148,1986,866
400,7261,1950,789
410,7241,1915,844
420,7223,1925,852
430,7221,1917,862
440,7146,1929,925
450,7109,1971,920
460,7098,2012,890
470,7123,1897,980
480,7239,1826,935
490,7242,1844,914
500,7265,1861,874
510,7191,1885,924
520,7296,1826,878
530,7190,1898,912
540,7196,1911,893
550,7026,1874,1100
560,7273,1666,1061
570,7244,1657,1099
580,7222,1681,1097
590,7122,1704,1174
600,7116,1679,1205
610,7178,1726,1096
620,7197,1657,1146
630,7169,1689,1142
640,7230,1629,1141
650,7177,1665,1158
660,7162,1637,1201
670,7136,1693,1171
680,7090,1714,1196
690,7158,1649,1193
700,7099,1695,1206
710,7128,1642,1230
720,7106,1712,1182
730,7109,1656,1235
740,7061,1716,1223
750,7089,1671,1240
760,7096,1682,1222
770,7066,1727,1207
780,7166,1640,1194
790,7109,1713,1178
800,7206,1644,1150
810,7144,1648,1208
820,7267,1640,1093
830,7138,1776,1086
840,7252,1696,1052
850,7264,1678,1058
860,7172,1751,1077
870,7204,1709,1087
880,7169,1753,1078
890,7192,1713,1095
900,7173,1750,1077
910,7081,1785,1134
920,7205,1655,1140
930,7100,1713,1187
940,7060,1711,1229
950,7135,1760,1105
960,6999,1775,1226
970,7082,1744,1174
980,7133,1692,1175
990,7039,1732,1229
1000,7039,1747,1214
1010,6994,1824,1182
1020,6974,1833,1193
1030,7070,1717,1213
1040,7064,1745,1191
1050,6931,1814,1255
1060,7048,1748,1204
1070,6980,1765,1255
1080,7083,1744,1173
1090,7042,1782,1176
1100,7098,1709,1193
1110,7047,1775,1178
1120,6992,1796,1212
1130,7049,1773,1178
1140,6768,1959,1273
1150,6774,1964,1262
1160,6757,1963,1280
1170,6728,2043,1229
1180,6699,2036,1265
1190,6653,2071,1276
1200,6740,2025,1235
1210,6720,2102,1178
1220,6698,2072,1230
1230,6684,2079,1237
1240,6722,2064,1214
1250,6747,1996,1257
1260,6628,2114,1258
1270,6790,1922,1288
1280,6791,1903,1306
1290,6851,1868,1281
1300,6815,1869,1316
1310,6750,1906,1344
1320,6734,1954,1312
1330,6832,1914,1254
1340,6789,1975,1236
1350,6841,1919,1240
1360,6808,1922,1270
1370,6795,1925,1280
1380,6918,1900,1182
1390,6847,1906,1247
1400,6874,1859,1267
1410,6817,1873,1310
1420,6831,1923,1246
1430,6800,1963,1237
1440,6802,1980,1218
1450,6888,1909,1203
1460,6890,1905,1205
1470,6787,1970,1243
1480,6905,1866,1229
1490,6847,1897,1256
1500,6835,1890,1275
1510,6914,1863,1223
1520,6869,1891,1240
1530,6826,1864,1310
1540,6882,1798,1320
1550,7006,1747,1247
1560,7016,1792,1192
1570,6870,1819,1311
1580,6831,1820,1349
1590,6925,1756,1319
1600,6929,1824,1247
1610,6930,1809,1261
1620,7056,1722,1222
1630,6979,1842,1179
1640,7091,1759,1150
1650,7029,1743,1228
1660,6976,1780,1244
1670,6879,1820,1301
1680,7323,1509,1168
1690,7327,1562,1111
1700,7425,1496,1079
1710,7290,1530,1180
1720,6957,1820,1223
1730,7142,1643,1215
1740,6301,2268,1431
1750,6393,2153,1454
1760,6299,2205,1496
1770,6347,2210,1443
1780,6309,2227,1464
1790,6337,2195,1468
1800,6373,2184,1443
1810,6339,2262,1399
1820,6405,2171,1424
1830,6386,2216,1398
1840,6352,2255,1393
1850,6243,2375,1382
1860,6297,2421,1282
1870,6233,2517,1250
1880,6429,2397,1174
1890,6418,2396,1186
1900,6612,2261,1127
1910,6647,2282,1071
1920,6595,2294,1111
1930,6592,2340,1068
1940,6532,2338,1130
1950,6628,2274,1098
1960,6673,2280,1047
1970,6645,2224,1131
1980,6766,2173,1061
1990,5993,2814,1193
2000,5980,2762,1258
2010,6059,2703,1238
2020,6009,2784,1207
2030,6152,2691,1157
2040,6069,2675,1256
2050,6109,2657,1234
2060,6029,2688,1283
2070,6056,2569,1375
2080,6009,2619,1372
2090,5974,2607,1419
2100,5967,2638,1395
2110,6041,2653,1306
2120,5917,2735,1348
2130,5910,2647,1443
2140,6023,2685,1292
2150,5905,2735,1360
2160,5829,2807,1364
2170,5840,2808,1352
2180,5870,2828,1302
2190,5977,2736,1287
2200,5996,2707,1297
2210,5978,2735,1287
2220,5926,2700,1374
2230,5915,2737,1348
2240,5917,2729,1354
2250,5870,2782,1348
2260,5844,2831,1325
2270,5971,2727,1302
2280,5895,2795,1310
2290,5885,2752,1363
2300,5883,2665,1452
2310,5897,2727,1376
2320,5804,2590,1606
2330,5433,3332,1235
2340,5421,3332,1247
2350,5251,3416,1333
2360,5264,3365,1371
2370,5255,3408,1337
2380,5278,3432,1290
2390,5232,3424,1344
2400,5199,3400,1401
2410,5084,3559,1357
2420,5144,3476,1380
2430,5139,3519,1342
2440,4987,3744,1269
2450,4755,3821,1424
2460,4856,3767,1377
2470,4935,3650,1415
2480,4798,3840,1362
2490,4885,3694,1421
2500,4831,3722,1447
2510,4832,3745,1423
2520,4851,3772,1377
2530,4885,3777,1338
2540,4885,3744,1371
2550,4918,3739,1343
2560,4798,3781,1421
2570,4879,3716,1405
2580,4836,3791,1373
2590,4830,3797,1373
2600,4777,3770,1453
2610,4827,3800,1373
2620,4770,3823,1407
2630,4723,3833,1444
2640,4886,3679,1435
2650,4847,3743,1410
2660,4840,3701,1459
2670,4727,3862,1411
2680,4751,3802,1447
2690,4746,3847,1407
2700,4795,3802,1403
2710,4775,3767,1458
2720,4680,3808,1512
2730,4689,3789,1522
2740,4743,3675,1582
2750,4750,3658,1592
