episode_number,agent_wins,random_wins,draws
10,6184,2284,1532
20,6194,2345,1461
30,6948,2115,937
40,5979,2934,1087
50,6027,2837,1136
60,6041,2839,1120
70,6124,2844,1032
80,6303,2587,1110
90,6247,2591,1162
100,6153,2630,1217
110,6135,2643,1222
120,5994,2755,1251
130,6073,2767,1160
140,5976,2785,1239
150,6055,2752,1193
160,6079,2735,1186
170,6112,2703,1185
180,6322,2594,1084
190,6281,2574,1145
200,6859,2126,1015
210,6622,2276,1102
220,6687,2197,1116
230,6513,2227,1260
240,7200,1831,969
250,7207,1832,961
260,7175,1831,994
270,7089,1889,1022
280,7166,1898,936
290,7215,1828,957
300,7163,1928,909
310,7008,1943,1049
320,6965,2007,1028
330,7089,2001,910
340,7177,1914,909
350,6880,2032,1088
360,6753,1962,1285
370,7018,1981,1001
380,7119,1932,949
390,6995,1986,1019
400,6797,2170,1033
410,6881,2082,1037
420,6621,2199,1180
430,6629,2401,970
440,6550,2564,886
450,6628,2596,776
460,6624,2551,825
470,6643,2516,841
480,6557,2489,954
490,6846,2304,850
500,6959,2275,766
510,7155,1987,858
520,7268,1973,759
530,7219,1855,926
540,7237,1800,963
550,7060,2058,882
560,7440,1768,792
570,7635,1719,646
580,7763,1457,780
590,7450,1849,701
600,7682,1773,545
610,7039,2120,841
620,7049,2081,870
630,7048,1960,992
640,6725,2382,893
650,6818,2382,800
660,6594,2603,803
670,6600,2609,791
680,6801,2416,783
690,6916,2312,772
700,7101,2328,571
710,6638,2697,665
720,6643,2690,667
730,6594,2740,666
740,6548,2756,696
750,6666,2705,629
760,6629,2819,552
770,6605,2918,477
780,5856,3385,759
790,5517,3582,901
800,5636,3494,870
810,5453,3594,953
820,5926,3252,822
830,5953,3171,876
840,5942,3244,814
850,6322,2881,797
860,5547,3493,960
870,6395,2825,780
880,6049,3075,876
890,5837,3379,784
900,5994,3225,781
910,5745,3418,837
920,5468,3695,837
930,5791,3359,850
940,5878,3296,826
950,6756,2979,265
960,6578,3105,317
970,6712,2974,314
980,7011,2568,421
990,6787,2730,483
1000,6942,2656,402
1010,7008,2523,469
1020,6993,2550,457
1030,7232,2388,380
1040,7033,2538,429
1050,7204,2354,442
1060,6926,2652,422
1070,6258,3233,509
1080,6541,3042,417
1090,6542,2938,520
1100,6446,2989,565
1110,6498,2975,527
1120,6630,2857,513
1130,6859,2378,763
1140,7114,2429,457
1150,7107,2458,435
1160,7359,2124,517
1170,7418,2053,529
1180,7300,2225,475
1190,7084,2179,737
1200,7354,2135,511
1210,7110,2644,246
1220,7320,2487,193
1230,7179,2586,235
1240,7202,2549,249
1250,7294,2468,238
1260,7364,2359,277
1270,7416,2376,208
1280,7211,2496,293
1290,7362,2291,347
1300,7494,2251,255
1310,7899,1584,517
1320,7949,1543,508
1330,7682,1782,536
1340,7642,1868,490
1350,7641,1746,613
1360,7897,1465,638
1370,7779,1419,802
1380,7545,1746,709
1390,7803,1294,903
1400,7802,1338,860
1410,7884,1518,598
1420,8008,1457,535
1430,7704,1752,544
1440,7965,1339,696
1450,8046,1269,685
