episode_number,agent_wins,random_wins,draws
10,6809,1942,1249
20,6804,1942,1254
30,6879,1917,1204
40,6432,2163,1405
50,6439,2076,1485
60,6415,1875,1710
70,6025,2237,1738
80,6180,2205,1615
90,5437,2976,1587
100,4893,3783,1324
110,4859,3962,1179
120,6199,2677,1124
130,6610,2336,1054
140,6620,2332,1048
150,6708,2241,1051
160,6586,2368,1046
170,6406,2485,1109
180,6393,2435,1172
190,6478,2340,1182
200,6203,2482,1315
210,6274,2458,1268
220,6753,2345,902
230,7247,1916,837
240,7381,1837,782
250,7341,1897,762
260,6689,2356,955
270,6885,2136,979
280,6763,2183,1054
290,7299,1692,1009
300,7222,1748,1030
310,7312,1633,1055
320,7202,1737,1061
330,7212,1686,1102
340,7050,1841,1109
350,6480,2307,1213
360,6521,2138,1341
370,6804,2015,1181
380,5721,3299,980
390,6043,3100,857
400,5823,3283,894
410,5713,3393,894
420,5728,3336,936
430,5676,3361,963
440,5499,3489,1012
450,5787,3328,885
460,5748,3361,891
470,5760,3330,910
480,5784,3301,915
490,5691,3413,896
500,5751,3329,920
510,5672,3382,946
520,5925,3154,921
530,5880,3235,885
540,5852,3242,906
550,5734,3429,837
560,5513,3642,845
570,5400,3754,846
580,5457,3631,912
590,5421,3658,921
600,5500,3598,902
610,5488,3581,931
620,5531,3569,900
630,6105,3034,861
640,6305,2801,894
650,6155,2753,1092
660,6411,2646,943
670,6420,2710,870
680,7097,2098,805
690,6889,2240,871
700,6788,2364,848
710,6912,2276,812
720,6990,2072,938
730,7044,2051,905
740,7045,2148,807
750,7025,2155,820
760,6337,2703,960
770,6501,2424,1075
780,6952,2174,874
790,6595,2539,866
800,6503,2545,952
810,6248,2677,1075
820,6566,2463,971
830,6388,2485,1127
840,6492,2400,1108
850,6004,2928,1068
860,6149,2847,1004
870,6358,2556,1086
880,6548,2345,1107
890,6667,2260,1073
900,6910,2144,946
910,6790,2247,963
920,6569,2355,1076
930,6640,2380,980
940,6752,2292,956
950,6809,2236,955
960,6011,2835,1154
970,6039,2915,1046
980,5980,2838,1182
990,5972,2903,1125
1000,6022,2872,1106
1010,5896,2944,1160
1020,5927,2857,1216
1030,5942,2906,1152
1040,6047,2850,1103
1050,6023,2791,1186
1060,5974,2879,1147
1070,6049,2791,1160
1080,6038,2766,1196
1090,6077,2792,1131
1100,6040,2846,1114
1110,5913,2838,1249
1120,6101,2732,1167
1130,5868,2896,1236
1140,5940,2877,1183
1150,5803,3019,1178
1160,6143,2734,1123
1170,6005,2840,1155
1180,5972,2870,1158
1190,5951,2929,1120
1200,5956,2931,1113
1210,6072,2940,988
1220,5934,3026,1040
1230,6154,2903,943
1240,6162,2815,1023
1250,6141,2812,1047
1260,6339,2721,940
1270,6565,2545,890
1280,6267,2786,947
1290,6341,2702,957
1300,6434,2673,893
1310,6513,2630,857
1320,6325,2753,922
1330,6381,2655,964
1340,6307,2797,896
1350,6527,2514,959
1360,6757,2434,809
1370,6788,2384,828
1380,6736,2410,854
1390,6667,2503,830
1400,6893,2283,824
1410,6774,2400,826
1420,6676,2482,842
1430,6567,2540,893
1440,6529,2615,856
1450,6806,2322,872
1460,6679,2395,926
1470,6712,2370,918
1480,6845,2297,858
1490,6840,2329,831
1500,6828,2386,786
1510,6815,2380,805
1520,6535,2603,862
1530,6798,2319,883
1540,6664,2442,894
1550,6717,2400,883
1560,7888,1355,757
1570,7948,1262,790
1580,8098,1161,741
1590,8373,1032,595
1600,8104,1240,656
1610,8050,1404,546
1620,8173,1233,594
1630,8287,1170,543
1640,8144,1264,592
1650,8238,1239,523
1660,7797,1637,566
1670,7711,1791,498
1680,7869,1689,442
1690,7923,1671,406
1700,7957,1617,426
1710,8189,1590,221
1720,8240,1528,232
1730,8313,1512,175
1740,8373,1409,218
1750,8323,1458,219
1760,8370,1450,180
1770,8126,1542,332
1780,8006,1496,498
1790,7914,1580,506
1800,8150,1474,376
1810,8212,1418,370
1820,7967,1352,681
1830,7986,1411,603
1840,7973,1355,672
1850,7979,1393,628
1860,7820,1535,645
1870,7753,1602,645
1880,8011,1434,555
1890,7880,1498,622
1900,8055,1436,509
1910,7900,1510,590
1920,7928,1489,583
1930,8145,1412,443
1940,8021,1450,529
1950,8130,1370,500
1960,8082,1408,510
1970,8071,1431,498
1980,8059,1420,521
1990,8037,1461,502
2000,8039,1419,542
2010,8083,1401,516
2020,8035,1421,544
2030,7986,1518,496
2040,8042,1443,515
2050,8015,1488,497
2060,8026,1460,514
2070,8061,1398,541
2080,8082,1397,521
2090,8111,1657,232
2100,8013,1742,245
2110,8156,1589,255
2120,8114,1638,248
2130,7993,1746,261
2140,7987,1788,225
2150,7943,1796,261
2160,8068,1681,251
2170,7849,1819,332
2180,7943,1607,450
